timestamp,open,high,low,close,volume,returns,volatility,rsi,macd,macd_signal,ema_12,ema_26,adx,volume_ma,obv
2024-07-01 00:00:00,62673.60546875,62820.1484375,62510.2265625,62820.1484375,139595776,0.011257283528001679,0.020684926742180646,48.93548528931434,-101.36685272496834,-31.19101820608921,63107.968098958336,63058.975661057695,19.82408735320923,731617280.0,139595776.0
2024-07-01 01:00:00,62837.51953125,63567.21875,62836.95703125,63531.328125,1693446144,0.011257283528001679,0.020684926742180646,48.93548528931434,-101.36685272496834,-31.19101820608921,63107.968098958336,63058.975661057695,19.82408735320923,731617280.0,1833041920.0
2024-07-01 02:00:00,63529.8671875,63700.453125,63259.52734375,63355.0078125,1095706624,-0.002779186973711398,0.020684926742180646,48.93548528931434,-101.36685272496834,-31.19101820608921,63107.968098958336,63058.975661057695,19.82408735320923,731617280.0,737335296.0
2024-07-01 03:00:00,63363.109375,63423.11328125,63296.0390625,63351.4296875,482658304,-5.647897725722732e-05,0.020684926742180646,48.93548528931434,-101.36685272496834,-31.19101820608921,63107.968098958336,63058.975661057695,19.82408735320923,731617280.0,254676992.0
2024-07-01 04:00:00,63354.83984375,63360.1015625,63182.46875,63209.234375,246679552,-0.0022470705789331036,0.020684926742180646,48.93548528931434,-101.36685272496834,-31.19101820608921,63107.968098958336,63058.975661057695,19.82408735320923,731617280.0,7997440.0
2024-07-01 05:00:00,63205.15625,63378.5,63205.15625,63361.24609375,155336704,0.002402010188709611,0.020684926742180646,48.93548528931434,-101.36685272496834,-31.19101820608921,63107.968098958336,63058.975661057695,19.82408735320923,734765465.6,163334144.0
2024-07-01 06:00:00,63365.51953125,63376.4140625,63248.375,63339.90234375,194035712,-0.00033691486565212844,0.020684926742180646,48.93548528931434,-101.36685272496834,-31.19101820608921,63107.968098958336,63058.975661057695,19.82408735320923,434883379.2,-30701568.0
2024-07-01 07:00:00,63339.07421875,63363.12890625,63209.04296875,63222.171875,0,-0.0018604388942650154,0.020684926742180646,48.93548528931434,-101.36685272496834,-31.19101820608921,63107.968098958336,63058.975661057695,19.82408735320923,215742054.4,-30701568.0
2024-07-01 08:00:00,63221.78125,63234.88671875,62782.7890625,62877.71484375,290084864,-0.005463254519377952,0.020684926742180646,48.93548528931434,-101.36685272496834,-31.19101820608921,63107.968098958336,63058.975661057695,19.82408735320923,177227366.4,-320786432.0
2024-07-01 09:00:00,62890.76171875,62917.078125,62751.73046875,62843.3203125,176355328,-0.0005471563619459257,0.020684926742180646,48.93548528931434,-101.36685272496834,-31.19101820608921,63107.968098958336,63058.975661057695,19.82408735320923,163162521.6,-497141760.0
2024-07-01 10:00:00,62842.42578125,62880.90625,62741.8671875,62804.49609375,343603200,-0.0006179847942612599,0.020684926742180646,48.93548528931434,-101.36685272496834,-31.19101820608921,63107.968098958336,63058.975661057695,19.82408735320923,200815820.8,-840744960.0
2024-07-01 11:00:00,62781.890625,62785.37109375,62542.01171875,62579.6171875,361535488,-0.003587043708954228,0.020684926742180646,48.93548528931434,-101.36685272496834,-31.19101820608921,63107.968098958336,63058.975661057695,19.82408735320923,234315776.0,-1202280448.0
2024-07-01 12:00:00,62605.10546875,62800.5078125,62605.10546875,62792.2890625,300451840,0.0033926592543958457,0.020684926742180646,48.93548528931434,-101.36685272496834,-31.19101820608921,63059.40209334936,63058.975661057695,19.82408735320923,294406144.0,-901828608.0
2024-07-01 13:00:00,62805.2421875,62986.11328125,62495.51171875,62625.75,622977024,-0.0026557449251788778,0.020684926742180646,48.93548528931434,-101.36685272496834,-31.19101820608921,62992.68638668023,63058.975661057695,19.82408735320923,360984576.0,-1524805632.0
2024-07-01 14:00:00,62691.44140625,62812.8984375,62559.375,62767.1875,666066944,0.0022559095081856055,0.020684926742180646,48.93548528931434,-101.36685272496834,-31.19101820608921,62957.99425026789,63058.975661057695,19.82408735320923,458926899.2,-858738688.0
2024-07-01 15:00:00,62745.3046875,62954.140625,62745.3046875,62954.140625,646486016,0.0029740898476256217,0.020684926742180646,52.7589977837993,-101.36685272496834,-31.19101820608921,62957.40138484206,63058.975661057695,19.82408735320923,519503462.4,-212252672.0
2024-07-01 16:00:00,63032.6953125,63222.19140625,62898.2109375,63022.84375,1024880640,0.0010907251376444961,0.020684926742180646,54.11858950490364,-101.36685272496834,-31.19101820608921,62967.46944102021,63058.975661057695,19.82408735320923,652172492.8,812627968.0
2024-07-01 17:00:00,63037.625,63612.8125,63010.6484375,63612.8125,739919872,0.009317644584702151,0.020684926742180646,63.7630553833057,-101.36685272496834,-31.19101820608921,63066.752988555556,63058.975661057695,19.82408735320923,740066099.2,1552547840.0
2024-07-01 18:00:00,63577.10546875,63777.2265625,63435.984375,63607.05859375,941193216,-9.045609313159754e-05,0.020684926742180646,63.6225893825765,-101.36685272496834,-31.19101820608921,63149.876927816236,63058.975661057695,19.82408735320923,803709337.6,611354624.0
2024-07-01 19:00:00,63586.40625,63586.40625,63042.0390625,63068.75,534769664,-0.008499047135545392,0.020684926742180646,52.066438906647136,-101.36685272496834,-31.19101820608921,63137.39586199835,63058.975661057695,19.82408735320923,777449881.6,76584960.0
2024-07-01 20:00:00,63210.9296875,63332.015625,63120.71875,63252.484375,0,0.002909004261667946,0.020684926742180646,55.06640794475537,-101.36685272496834,-31.19101820608921,63155.10178707553,63058.975661057695,19.82408735320923,648152678.4,76584960.0
2024-07-01 21:00:00,63247.01953125,63247.01953125,62990.203125,63027.171875,0,-0.0035684724806017473,0.020684926742180646,50.86248983996201,-101.36685272496834,-31.19101820608921,63135.42026214083,63058.975661057695,19.82408735320923,443176550.4,76584960.0
2024-07-01 22:00:00,63055.76171875,63088.91796875,62768.28515625,62922.796875,0,-0.001657404522271235,0.020684926742180646,48.99642066303562,-101.36685272496834,-31.19101820608921,63102.70897181147,63058.975661057695,19.82408735320923,295192576.0,76584960.0
2024-07-01 23:00:00,62919.71875,62966.58203125,62782.3515625,62857.3984375,0,-0.0010398845896333322,0.020684926742180646,47.81275390994848,-101.36685272496834,-31.19101820608921,63064.96888960971,63058.975661057695,19.82408735320923,106953932.8,76584960.0
2024-07-02 00:00:00,62844.41015625,62913.23046875,62751.875,62871.68359375,0,0.00022723710506253274,0.020684926742180646,48.10765116468339,-101.36685272496834,-31.19101820608921,63035.232690246674,63058.975661057695,19.82408735320923,0.0,76584960.0
2024-07-02 01:00:00,62863.24609375,62874.99609375,62763.2109375,62855.3828125,0,-0.0002593042501869252,0.01705153031830658,47.77589174740086,-101.36685272496834,-31.19101820608921,63007.56347828565,63058.975661057695,19.82408735320923,0.0,76584960.0
2024-07-02 02:00:00,62855.52734375,63019.19921875,62855.52734375,62931.58203125,0,0.001211560008075169,0.016948338662128123,49.528099303861296,-101.36685272496834,-31.19101820608921,62995.87402489555,63049.53909588676,19.82408735320923,0.0,76584960.0
2024-07-02 03:00:00,62957.6875,63185.38671875,62948.578125,63086.20703125,0,0.002454019845119472,0.017167317367829043,52.97594979807201,-101.36685272496834,-31.19101820608921,63009.771410488545,63052.255239246995,19.82408735320923,0.0,76584960.0
2024-07-02 04:00:00,63078.71484375,63151.44140625,63012.828125,63012.828125,0,-0.0011638299126034964,0.017064743606034844,51.18884388588923,-101.36685272496834,-31.19101820608921,63010.24167425954,63049.334712265736,19.784377737818723,0.0,76584960.0
2024-07-02 05:00:00,62964.9921875,63010.14453125,62934.63671875,62950.3828125,0,-0.000991485008214312,0.016875773490979903,49.653743335768205,-101.36685272496834,-31.19101820608921,63001.03261860422,63042.00494191272,19.360675385598885,0.0,76584960.0
2024-07-02 06:00:00,62945.56640625,62970.05078125,62769.12890625,62779.83203125,46358528,-0.0027129657905861945,0.01705179981840555,45.62897598014586,-101.36685272496834,-31.19101820608921,62967.00175901126,63022.58472630807,18.20444437707539,9271705.6,30226432.0
2024-07-02 07:00:00,62790.90234375,62790.90234375,62510.6171875,62548.40234375,337739776,-0.0036931813761605517,0.01731540569283707,40.79657931298072,-101.36685272496834,-31.19101820608921,62902.60184897107,62987.460105377846,17.68173100766965,76819660.8,-307513344.0
2024-07-02 08:00:00,62548.27734375,62645.83203125,62375.78125,62604.23828125,0,0.0008922854671822442,0.016543105938924316,42.38205307723291,-101.36685272496834,-31.19101820608921,62856.69976162937,62959.0733035906,17.648946778239388,76819660.8,-307513344.0
2024-07-02 09:00:00,62599.3125,62676.71484375,62539.76171875,62574.15234375,210706432,-0.0004806890059713431,0.016541706880375342,41.73352064000664,-101.36685272496834,-31.19101820608921,62813.230928109464,62930.56063989871,17.47418623658534,118960947.2,-518219776.0
2024-07-02 10:00:00,62562.58203125,62655.2890625,62446.84375,62632.890625,156176384,0.000938258490358908,0.016571775004054094,43.54969837544016,-109.5177084800016,-46.85635626087169,62785.48626609262,62908.51100916547,17.632283957067447,150196224.0,-362043392.0
2024-07-02 11:00:00,62620.7265625,62746.19140625,62534.99609375,62715.29296875,0,0.001314775424067614,0.01622105959934762,46.08847337657133,-108.08223518573504,-59.101532045844365,62774.687297270684,62894.19856172729,17.32782300399573,140924518.4,-362043392.0
2024-07-02 12:00:00,62729.69921875,62927.765625,62639.1953125,62809.26953125,0,0.0014973416865436064,0.015926470263063798,48.91045792020477,-98.22916439751134,-66.92705851617777,62780.00764095981,62887.90752243267,16.219382505274098,73376563.2,-362043392.0
2024-07-02 13:00:00,62789.23828125,63015.03125,62508.97265625,62573.69140625,0,-0.003757741888493831,0.016155509802028997,42.854662821248965,-108.18265834522754,-75.17817848198771,62748.26668177369,62864.63225456729,15.702153445788232,73376563.2,-362043392.0
2024-07-02 14:00:00,62574.77734375,62632.78125,61829.671875,61978.4921875,863981568,-0.009557500034371884,0.01854954209048545,32.055611887505634,-162.22840856528637,-92.58822449864745,62629.83983650082,62798.99224959934,17.112816797338127,204031590.4,-1226024960.0
2024-07-02 15:00:00,61927.54296875,62038.21875,61825.62890625,61944.0546875,100765696,-0.0005557907217840403,0.0181866703708517,31.560071077046775,-205.4703392668671,-115.16464745229138,62524.33442896223,62735.66354129568,18.431297439995436,192949452.8,-1326790656.0
2024-07-02 16:00:00,61864.97265625,61917.3359375,61752.9609375,61855.34375,0,-0.001433140286676536,0.018106075262915744,30.2622729711252,-244.0844584573788,-140.94860965330886,62421.412786044966,62670.454667866376,19.81558849771193,192949452.8,-1326790656.0
2024-07-02 17:00:00,61845.1953125,62058.88671875,61828.58984375,62058.88671875,0,0.0032852264190328154,0.015398309588501339,36.694672914563775,-255.31905053304217,-163.82269782925553,62365.63954492266,62625.153338302196,20.431922797217684,192949452.8,-1326790656.0
2024-07-02 18:00:00,62059.30078125,62282.8359375,62059.30078125,62267.875,0,0.003361922649670329,0.015993736121849993,42.553605985698745,-244.54003270876274,-179.96616480515698,62350.59884570379,62598.688276205736,20.05200933059071,192949452.8,-1326790656.0
2024-07-02 19:00:00,62258.69140625,62262.33203125,61832.65234375,61887.84765625,0,-0.006121804496154686,0.01495607145521213,36.024498493445094,-263.62372385544586,-196.69767661521476,62279.40635501859,62546.03341546827,20.315416841625364,20153139.2,-1326790656.0
2024-07-02 20:00:00,61816.31640625,61973.75390625,61795.6875,61933.08203125,0,0.0007306418571801054,0.014547308548079969,37.25848631657473,-271.96263459594775,-211.75066821136136,62226.12568982342,62500.62960922988,20.65553208822762,0.0,-1326790656.0
2024-07-02 21:00:00,61926.00390625,61995.8125,61820.1484375,61906.79296875,76941312,-0.00042456539777512204,0.014277877412093238,36.814057662813035,-277.49381312944024,-224.89929719497712,62176.99757888905,62456.64170993507,20.871791815841256,15388262.4,-1403731968.0
2024-07-02 22:00:00,61870.52734375,62006.0,61870.52734375,62006.0,0,0.0016012398731420888,0.014432168132531665,39.73545586945634,-270.7510836969377,-234.06965449536924,62150.690259059964,62423.26084253247,21.02390780433362,15388262.4,-1403731968.0
2024-07-02 23:00:00,61997.19140625,62076.59375,61995.2265625,62028.87109375,0,0.0003687849039150937,0.014457268632966924,40.419374623241445,-260.5583613216513,-239.36739586062566,62131.948849012275,62394.046787067105,20.818042048156205,15388262.4,-1403731968.0
2024-07-03 00:00:00,62034.33203125,62187.703125,62034.33203125,62059.5703125,0,0.0004947957928782672,0.014474798745064264,41.38100043471928,-247.1543435909116,-240.92478540668284,62120.81368954885,62369.27075191399,20.097233978242997,15388262.4,-1403731968.0
2024-07-03 01:00:00,62020.72265625,62098.2578125,61397.3203125,61397.3203125,295788544,-0.010728544171297502,0.017690518548386214,30.096234726463354,-286.6651064105172,-250.0728496074497,62009.50701615672,62297.274423068506,21.208843056615915,74545971.2,-1699520512.0
2024-07-03 02:00:00,61522.8359375,61522.8359375,61182.98828125,61250.31640625,1193779200,-0.0023971758539955536,0.017592263908000064,28.254326005527307,-326.08080078302737,-265.27443984256524,61892.70846078645,62219.72197737825,22.663395800177202,297913548.8,-2893299712.0
2024-07-03 03:00:00,61264.05078125,61274.98046875,60706.8671875,60876.3515625,899649536,-0.006124231812805881,0.01785894592781503,24.19728687385087,-383.0779756386037,-288.83514700177295,61736.345861050075,62120.21305775764,24.766210081419224,477843456.0,-3792949248.0
2024-07-03 04:00:00,60887.046875,60887.046875,60736.66796875,60803.3828125,119685120,-0.0011993576271624208,0.01785831305326681,23.488571801290682,-429.1891898344111,-316.90595556830056,61592.81308435006,62022.670076627444,26.718823342572534,501780480.0,-3912634368.0
2024-07-03 05:00:00,60793.5859375,60991.51171875,60793.5859375,60991.51171875,257245184,0.003089276551261289,0.018433493675156006,29.242700272140183,-445.41773048829054,-342.6083105522986,61500.305181950054,61946.28797604393,28.05555754469903,553229516.8,-3655389184.0
2024-07-03 06:00:00,61021.5390625,61079.3828125,60903.39453125,60915.5234375,87265280,-0.0012466596533022077,0.018375866011763064,28.31636846932032,-459.1181567927415,-365.9102798003872,61410.33875972697,61869.9350472629,28.89994160991818,511524864.0,-3742654464.0
2024-07-03 07:00:00,60929.078125,60943.7265625,60783.171875,60800.5390625,0,-0.0018893875934541653,0.0182140547415493,26.92640201814439,-473.7925360136869,-387.48673104304714,61316.52342169205,61790.720529873055,29.9128708194632,272769024.0,-3742654464.0
2024-07-03 08:00:00,60795.5625,60889.93359375,60543.19140625,60543.19140625,509245440,-0.0042416372250078755,0.018327467914795087,24.07769524558695,-500.4193693946145,-410.0732587133606,61197.549265470196,61698.310965160235,31.27133076085874,194688204.8,-4251899904.0
2024-07-03 09:00:00,60403.0390625,60558.36328125,60403.0390625,60518.16796875,330522624,-0.0004134009065412933,0.01833109321586996,23.813873313589998,-517.5742353552341,-431.5734540417353,61093.029065974784,61610.892965426145,32.7542487958414,236855705.6,-4582422528.0
2024-07-03 10:00:00,60515.98046875,60524.7421875,59723.20703125,60270.3828125,1609369600,-0.004102797860009861,0.018355531271913757,21.32245737480248,-544.882712770479,-454.23530578748404,60966.46810390174,61511.59591706125,34.95631213267436,507280588.8,-6191792128.0
2024-07-03 11:00:00,60288.05078125,60383.39453125,60041.10546875,60289.8203125,964550656,0.0003224530096098354,0.01821728942831191,22.011736700630674,-558.5181841041194,-475.0918814508111,60862.368443686086,61421.09402042708,37.001085231162115,682737664.0,-5227241472.0
2024-07-03 12:00:00,60287.1640625,60287.1640625,59879.3359375,59965.71484375,946120704,-0.005390292481351498,0.0182801323860367,19.019629469760655,-588.690933407066,-497.8116918420621,60724.42173600361,61313.28815548804,39.06189601038651,871961804.8,-6173362176.0
2024-07-03 13:00:00,59944.66015625,60532.96484375,59670.07421875,60532.96484375,795187200,0.00941511046851456,0.02138811848010244,35.53594871559121,-560.3711109702635,-510.32357566770236,60694.96682950306,61255.486428692624,39.879316031775836,929150156.8,-5378174976.0
2024-07-03 14:00:00,60501.5625,60531.98828125,60201.87109375,60222.69140625,0,-0.005138875145802373,0.02003949535352221,31.72455491616016,-556.5483777394911,-519.5685360820601,60622.30907207951,61178.98309369687,40.63834890878021,863045632.0,-5378174976.0
